Trans,URL,Total_Ttl,Jbs_Fld,Trans_ID,Copyright,Pub_Worked,Total_Pub,Trans_loc,Trans_loc_lat,Trans_loc_lng,Trans_BD,Trans_DD,Age,Bio
Abdülkadir Noyan,https://teis.yesevi.edu.tr/madde-detay/noyan-abdulkadir,1,Kamu Ve Hukuk -  Yayıncılık -  Eğitim Ve Bilim -  Sağlık,Doktor -  Asker -  Profesör -  Şair,True,Matbaa-i Hayriye,1,Sivas,39.74833,37.01611,1886,1977,91,"Ordinaryus Prof. Dr. Abdülkadir Noyan, 1887'de Sivas'ta dünyaya gelmiştir. Tahsilini sırasıyla Sivas, Elazığ, İstanbul Koca Mustafa Askeri Tıbbiye İdadisinde yapmıştır. İstanbul Tıp Fakültesi ve Askeri Tıbbiye Mektebinde 1900-1905 yılları arasında tahsilini tamamlamıştır.Tabip yüzbaşı olmuş, Gülhane Askeri Tıp Akademisinde bir yıl staj yaptıktan sonra Dahiliye Kliniği asistan ve baş asistanı olarak 1911-1913 yılları arasında vazife görmüştür. Noyan, Balkan Harbinde bulunmuş ve burada salgın hastalıklarla ilgili mücadeleler vermiştir. I. Dünya Savaşı sırasında kendisine Çanakkale ve Irak'ta Ordu Hıfzısıhha Müşavirliği, Irak'ta 6. Ordu Menzil Baştabipliği ve Ordu Sıhhiye Reisliği vazifeleri verilmiştir. Milli Mücadeleye binbaşı olarak katılan Abdülkadir Noyan 1921-1922'de Grup Baştabipliği ve Ankara Kumandanlığı Başhekimli'ğinde bulunmuştur. Daha sonra Gülhane Dahiliye Profesörlüğüne tayin edilerek 1927-1939 senelerinde bu vazifede çalışmıştır. 1924'te yarbay 1931'de albay olan doktor Abdülkadir Noyan 1939'da Birinci Ordu Sıhhiye mütehassıslığına tayin edilmiş ve 1941'de Tuğgeneralliğe terfi ettirilmiştir. 1943'te Tümgeneral olan Abdülkadir Noyan, Milli Savunma Bakanlığı Sıhhiye Dairesi Başkanlığına getirilmiş ve 1945'te askeri görevinden ayrılmıştır. Abdülkadir Noyan 1977 yılında vefat etmiştir (Çağlar,1952)."
Abidin Daver,https://teis.yesevi.edu.tr/madde-detay/daver-abidin-daver,1,Kamu Ve Hukuk -  Medya -  Yayıncılık,Yazar -  Romancı -  Gazeteci -  Milletvekili -  Memur,True,"",0,İstanbul,41.01384,28.94966,1886,1954,68,"TBMM
Albümü'ndeki kayda göre tam adı Zeynelabidin Daver DAVER’dir. Şehremaneti
mümeyyizlerinden Ali Vahi Bey ile Prenses Zeynep Kamil’in manevi evladı olan
Fatma Revan Hanım’ın çocuğu olarak İstanbul'da doğdu. Cevri Kalfa Mektebi'nde
başladığı öğrenimine çeşitli okullarda devam ettikten sonra Mekteb-i
Sultani’den mezun oldu (1907). Daha sonra Sanayi-i Nefise Mektebi’ne kaydolan
Abidin Daver, aynı yıllarda Matbuat Umum Müdürlüğü’nde memur olarak çalıştı.
Yazı hayatına öğrencilik yıllarında adım atan yazar, 1908 sonrasında
gazeteciliğe başladı.Tasvir-i
Efkar, Yenigün,Tercüman-ı
Hakikat,İkdam,Cumhuriyetgazetelerinde
çalıştı. Yazıları ayrıcaServet-i
Fünun,Saadet,DonanmaMecmuasıgibi yayın
organlarında da neşredildi. Çalışma hayatı süresince muhasebe memurluğu,
öğretmenlik, İstanbul İstihbarat ve Matbuat Müdürlüğü, İstanbul Belediyesi
Neşriyat ve İstatistik Müdürlüğü, Denizcilik Bankası’nın idare meclisi azalığı
gibi muhtelif görevlerde de bulundu. 1929-1930'da Galatasaray Spor Kulübü’nün
başkanlığını yaptı; 1939'da ise İstanbul milletvekili seçildi. Farklı konularda
yazılar yazmış Abidin Daver, yaşamı boyunca denizcilik konusuna özel bir ilgi
göstermiş ve bu alanda kaleme aldığı eserlerle sahanın otoritelerinden biri
sayılmıştır. Hatta kendisine “Sivil Amiral” unvanı yakıştırılmıştır. İstanbul’a
dair çalışmalar yapmış ayrıca, edebiyatla da ilgilenmiştir. Yazar, 8 Şubat
1954'te İstanbul'da vefat etmiştir."
Abusupiyan Akayev,https://teis.yesevi.edu.tr/madde-detay/akayev-abusupiyan,1,Medya -  Eğitim Ve Bilim -  Yayıncılık,Yazar -  Şair -  Eğitimci -  Gazeteci,False,M. Mavrayev,1,"Buynaksk, Dağıstan",42.81802,47.12684,1872,1931,59,"Dağıstan’ın Buynakski (eski adıyla Temirhan-Şûra) şehrine bağlı Töbenkazanış köyünde doğdu. Babası Kumuk köylerinde kadılık yapmış olan Akay Sultan Ahmet, annesi Apov Hanım’dır. İlk dini bilgileri babasından öğrendi, ilk tahsilini de köyünde tamamladı. Arapça, Farsça öğrenmeye gayret etti. İstanbul, Azerbaycan, Kazan Türkçelerini öğrendi. 1900 yılında Kazan’a, 1902’de Kırım’a gitti. Yeni usul mektepler ve matbaa faaliyetleri hakkında bilgiler edindi. (Tanç 2004: 88-90). 10 Eylül 1929’da yeni düzene aykırı olduğu, milliyetçi ve İslami düşünceler yaydığı gerekçeleriyle tutuklandı, on yıl hapis cezası verildi. 1931’de sürgüne gönderildiği Kazakistan’daki esir kampında ağır şartlara dayanamayarak hayatını kaybetti (Pekacar 2000: 163; Tanç 2004: 101)."
Adnan Tahir Tan,https://teis.yesevi.edu.tr/madde-detay/tan-adnan-tahir,34,Medya -  Yayıncılık,Gazeteci -  Yazar -  Çevirmen,True,"Akba, Arif Bolat Kitapevi, Semih Lütfi Kitabevi, Yeni Mecmua, İnsel, Türkiye, Ekicigil, Hürriyet Gazetesi, Çınar, Minnetoğlu, Altın Kitaplar, Anten, K, Örgün",14,İstanbul,41.01384,28.94966,1920,1978,58,Adnan Tahir imzasını da kullandı. İstanbul'da Hacı Ahmet Tahir Güntan ile Ayşe Sadberk Hanım'ın oğlu olarak dünyaya geldi. İlkokul ve liseyi İtalyan okullarında okudu. Daha sonra İstanbul Üniversitesi İktisat Fakültesi Gazetecilik Enstitüsü'ne başladı. Bu bölümü birinci sınıftayken bıraktı. İtalyancanın yanında İngilizce ve Fransızca da öğrendi. Çok genç yaşında basın hayatına atıldı. Gazeteciler Cemiyeti üyesi olan Adnan Tahir'in yazıları Türkiye ve İtalya'da çeşitli dergi ve gazetelerde yayımlandı.
Adnan Özer,https://teis.yesevi.edu.tr/madde-detay/ozer-adnan,16,Yayıncılık,Şair -  Yazar -  Yayıncı -  Mütercim,True,"Adam, De, Yılmaz, Yön, Kavram, Papirüs, Gendaş, Kekeme, Kırmızı, Edisam, Özgür, Can, Vapur",13,Tekirdağ,41.16069,27.80093,1957,,67,"Adnan Özer, Meryem Hanım ile İsmail Özer'in oğlu olarak Tekirdağ'da doğdu. İlkokulu Silivri'nin Küçüksinekli köyünde, ortaokul ve liseyi Batman'da bitirdi (1974). İstanbul Üniversitesi Basın Yayın Yüksek Okulunundan mezun oldu (1991). Bir süreNoktadergisinde çalıştı. Arkadaşlarıyla birlikteYeni Türkü,Üç Çiçek, Stüdyo lmge, Fanatik, Düşler, Düşler Öykülerdergilerini çıkardı, Era Yayınlarını kurdu ve yönetti. Gendaş Yayınları'nda ve 1999'da çıkmaya başlayan aylık kültür ve edebiyat dergisiE'de genel yayın yönetmeni, Everest Yayınları'nda editör olarak çalıştı."
Adnan Özyalçıner,https://teis.yesevi.edu.tr/madde-detay/ozyalciner-adnan,1,Eğitim Ve Bilim -  Yayıncılık,Öykücü -  Romancı -  Deneme Yazarı -  Masal Yazarı -  Araştırmacı,True,Cem,1,İstanbul,41.01384,28.94966,1934,,90,"Asıl adı Adnan Çelik'tir. Ayşe Hanım ile dokuma işçisi Ahmet Nuri Özyalçıner'in oğludur. Doğma büyüme İstanbullu olmakla birlikte Boşnak kökenli bir ailenin evladıdır. Özyalçıner, kendisiyle yapılan bir söyleşide ailesi hakkında şu bilgileri verir: ""Ben doğma büyüme İstanbulluyum. Babam da öyle. Dedem, II. Abdülhamit döneminde Saraybosna’nın Travnik kentinden İstanbul’a gelmiş Rüfai tarikatı şeyhlerinden bir din adamı. Babaannemle İstanbul’da evlenmişler; babam dünyaya gelmiş. En azından bir yüzyıllık İstanbulluğumuz var bizim. Cemal Süreya’nın göçmen diye takılışı Boşnaklığımdan. Annem de Boşnak'tı. O da Karamürsel doğumlu. Ailesi Saraybosna’nın Mostar kentinden gelme. Cemal Süreya her iki dedemin göçmenliğini bana yansıtmıştır.” (Andaç 2003: 31)."
Afet Ilgaz,https://teis.yesevi.edu.tr/madde-detay/ilgaz-afet,1,Eğitim Ve Bilim -  Yayıncılık,Öğretmen -  Yazar,True,Sanat,1,Çanakkale,40.15552,26.41271,1937,2015,78,"Çanakkale / Ezine’de doğdu. Çocukluğunun üç yılı, babasının işi dolayısıyla Kars ve Iğdır’da geçti. Okula Iğdır’da başladı. Babasının mesleği dolayısıyla Ankara’ya taşındılar. Ezine’de bir süre kaldıktan sonra İstanbul’a yerleştiler. Ilgaz’ın çocukluğu ve genç kızlığı, dindar bir muhit olan Kocamustafapaşa’da geçti. Bu semtteki yaşamına, hikayelerinde çok yer veren yazar, bu durumu“Ben çocukluğumdan beri bu havayı soludum. Muhafazakar insanlardan oluşan bir ailede büyüdüm. Yazılarıma yasadıklarım aksetti. Semtin bende uyandırdığı intibalar ve ruhumda oluşturduğu düğümlerin çözülmesi gerekiyordu. Başörtülüler’de böyle bir girişim vardır.”diyerek açıklar. Ilgaz’ın babası Kırım kökenli bir Bulgaristan göçmeni, annesi ise Ezinelidir (Böge 2006: 8)."
Afif Yesari,https://teis.yesevi.edu.tr/madde-detay/afif-yesari,1,Performans Sanatları -  Medya -  Yayıncılık,Yazar -  Öykücü -  Gazeteci -  Aktör -  Tiyatro Oyuncusu,True,İtimat Kitabevi,1,İstanbul,41.01384,28.94966,1922,1989,67,"İzzet Günkaya ve Muzaffer Ulukaya (eşinin adı) imzalarını da kullandı. 16 Nisan 1921 tarihinde İstanbul/Kadıköy'de doğdu. Romancı Mahmut Yesari'nin oğludur. Hattat Yesarizade Mehmet Esat Efendi ile Hattat Yesarizade Mustafa İzzet Efendi dedeleridir. İlkokuldan sonra özel öğrenim gördü, kendi kendini yetiştirdi. Tiyatro çalışmalarına 1945 yılında Atila Revü Opereti'nde dansör olarak başladı. Bir süre gezici tiyatro topluluklarında aktör olarak yer aldı. 1961 yılında Ses TiyatrosundaSeladlı oyunda başrol oynadı."
Ahmet Cemal,https://teis.yesevi.edu.tr/madde-detay/cemal-ahmet,1,Yayıncılık,Çevirmen -  Yazar,True,Afa,1,İzmir,38.41273,27.13838,1942,2017,75,"İzmir'de dünyaya gelen Ahmet Cemal; İttihad ve Terakki liderlerinden Cemal Paşa’nın torunudur. Ahmet Cemal 1979 yılında İstanbul Üniversitesi Hukuk Fakültesini bitirdi.1965-1971 yılları arasında Hukuk Fakültesinde asistanlık yaptı. 1979-1981 arasında İstanbul Üniversitesi Edebiyat Fakültesi Alman Dili ve Edebiyat Bölümünde öğretim görevlisi olarak çalıştı. 1981’den 1985’e kadarYazko’da genel yayın yönetmenliği,Yazko Çeviridergisi yöneticiliği veDün-Bugün Felsefedergisinin editörlük görevlerini yürüttü. Bir müddet Yapı Kredi Yayınlarında da çalışan Ahmet Cemal, Avusturya Konsolosluğu Kültür Ofisi danışmanlığı ile Bilim-Felsefe-Sanat Yayınlarının genel yayın yönetmenliğini yaptı. 1998’de Türk kültürüne yaptığı hizmetler nedeniyle Anadolu Üniversitesi Senatosu tarafından kendisine fahri doktora unvanı verildi. Uzun yıllar Cumhuriyet gazetesinde köşe yazarlığı yapan Ahmet Cemal, çok sayıda yabancı eseri dilimize kazandırdı. Knut Hamsun, Bertolt Brecht, Franz Kafka, Georg Lukasc, Rainer Maria Rilke, Stefan Zweig ve Goethe gibi dünyaca ünlü yazar ve şairlerin eserlerini Türkçeye çevirdi.Türk Dili, Hürriyet Gösteri, Bağlam, YAZKO Edebiyat, Yeni Düşün, Sanat Olayı, Milliyet Sanat Dergisi, Argos, Sistem, Yeni Düşün, Varlık, Metis Çeviri, Sanat Dünyamız, Anadolu Sanat Dergisi, Cogito, Yeni TürkiyeveBilim Ütopyagibi dergilerde kültür, sanat, eğitim ve felsefe üzerine yazılar yazdı. Kendisine Avusturya Federal Cumhuriyeti Altın Liyakat Nişanı (2010), Tarabya Çeviri Ödülleri çerçevesinde Almancadan Türkçeye çeviri dalında büyük ödül ve Dil Derneği tarafından kendisine 80. Dil Bayram Onur Ödülü verildi. 2014 yılında ise Hermann Broch'tan yaptığıVergilius'un Ölümübaşlıklı roman çevirisi ile edebi çeviri dalında Avusturya Büyük Devlet Ödülüne layık görüldü.1 Ağustos 2017 tarihinde vefat etti."
Ahmet Cevat Emre,https://teis.yesevi.edu.tr/madde-detay/emre-ahmet-cevat,5,Eğitim Ve Bilim,Dil Araştırmacısı,True,"Türk Dil Kurumu, Varlık, Milli Eğitim Bakanlığı",3,"Girit, Yunanistan",35.21463,25.00643,1876,1961,85,"Ahmet Cevat Emre 1 Eylül 1876’da Girit'in Resmo şehrinde bir Kadiri tekkesinde doğdu. Zahire ticaretiyle uğraşan babasını küçük yaşta kaybetti. İlk ve ortaokulu Kandiye ve Resmo’da okudu. İlkokula giderken Rum okuluna da devam etti. 1890’da İstanbul’a gelerek Kuleli Askeri İdadisine girdi. 1897’de Mekteb-i Harbiye’de öğrenciyken Meşrutiyet yanlısı olduğu gerekçesiyle tutuklandı, Fizan’a sürüldü. 1905'te Trablusgarp’tan Avrupa’ya kaçarak Jön Türklerin siyasi faaliyetlerine katıldı. II. Meşrutiyet’in ilanı üzerine Türkiye’ye dönerekŞûra-yı ÜmmetveSiper-i Saikagazetelerinde çalıştı. 1909’da Darülmuallimin-i Aliye’nin yeniden düzenlenmesinde görev aldı. 1915-1919 yılları arasında Darülfünun’da önce F. Giese’nin asistanlığını yaptı, sonra muallim muavini olarak dil dersleri verdi. Mütareke sırasında Sovyetler Birliği’ne gitti, Mustafa Suphi'yle çalıştı. Cumhuriyet’ten sonra dil ve harf devrimi çalışmalarına katıldı ve Alfabe Komisyonu’nda görev aldı. Beşinci Dönem Çanakkale milletvekili olarak Meclise girdi. Ölümüne kadarTürk Dil Kurumu'nda dilbilgisi ve derleme kollarında çalıştı. 10 Aralık 1961’de Ankara’da öldü."
Ahmet Emin YALMAN,https://teis.yesevi.edu.tr/madde-detay/ahmet-emin-yalman,5,Medya -  Yayıncılık,Gazeteci -  Yazar -  Çevirmen,True,"Muallim Ahmet Halit Yaşaroğlu Kitaphanesi, Vatan, Nebioğlu",3,"Selanik, Yunanistan",40.64361,22.93086,1888,1972,84,"Selanik’te doğdu. Babası Muallim Osman Tevfik Bey'dir. Gazeteci-çevirmen Rezzan Yalman’ın eşi, tiyatro yönetmeni Tunç Yalman’ın babasıdır. İlköğrenimini Fevziye Sıbyan Mektebinde, ortaöğrenimini Selanik Askeri Rüştiyesinde tamamladı. Ardından Beyoğlu Alman Lisesinden mezun oldu (1907). Columbia Üniversitesi Felsefe bölümünü bitirdi, doktora öğrenimini orada tamamladı. Amerika’dan felsefe doktoru olarak döndüğünde bir süre Ziya Gökalp’ın asistanı olarak çalıştı (1914). Bir dönem Mülkiye Mekbebinde iktisat müderrisi olarak görev yaptı. Gazeteciliğe başlayınca Damat Ferit Paşa Hükûmeti tarafından Kütahya'ya, Mütareke yıllarında ise İngilizler tarafından İttihat ve Terakkicilerle birlikte Malta'ya sürüldü. 1952 yılında Malatya gezisi sırasında o dönemde on yedi yaşında lise öğrencisi olan Hüseyin Üzmez tarafından silahlı saldırıya uğradı, yaralı olarak kurtuldu. 1959 yılında bir yazısı yüzünden on beş ay hapis yattı. 1960 yılında Amerika’nın California ve Georgia üniversiteleri tarafından kendisine ""Üstün Cesaret Armağanı"" verildi. 1967’de Türkiye’de Devlet Kültür Armağanı ile ödüllendirildi. Yazılarında ""A. E. Y."" ve ""H. M."" müstear isimlerini de kullandı (Yıldırım, 2006: 424)."
Ahmet Hamdi Tanpınar,https://teis.yesevi.edu.tr/madde-detay/ahmet-hamdi-tanpinar,3,Kamu Ve Hukuk -  Eğitim Ve Bilim -  Yayıncılık,Akademisyen -  Edebiyat Tarihçisi -  Yazar -  Şair -  Deneme Yazarı -  Milletvekili,True,"Milli Eğitim Bakanlığı, Dergah",2,İstanbul,41.01384,28.94966,1901,1962,61,"Ahmet Hamdi Tanpınar, 23 Haziran 1901’de İstanbul Şehzadebaşı’nda, Abdülhamit ve İkinci Meşrutiyet dönemlerinde imparatorluğun çeşitli yerlerinde kadılık yapmış olan Batumlu Hüseyin Fikri Efendi (1852-1935) ve Trabzonlu Kansızzadeler ailesinden Nesime Bahriye Hanım’ın (1876-1916) ortanca çocuğu olarak dünyaya geldi. Babası Hüseyin Fikri Efendi’nin dedesi Batum’da müftülük yaptığı için aile Müftüzadeler olarak da bilinmektedir; annesi Nesime Bahriye Hanım ise Trabzonlu Kansızzadeler olarak bilinen aileye mensup deniz yüzbaşısı Ahmed Bey ile Tirebolulu Emine Hanım’ın kızıdır (Akün 1962: 2). Tanpınar’ın ablası Nigar Tümer (1893-1982) kendisinden sekiz yaş büyüktür, kardeşi Kenan Tanpınar (1908-1983) ise yedi yaş küçüktür."
Ahmet Hikmet Müftüoğlu,https://teis.yesevi.edu.tr/madde-detay/ahmet-hikmet-muftuoglu,3,Kamu Ve Hukuk -  Yayıncılık,Şair -  Yazar -  Diplomat,False,"Ahter, Cemal Efendi, Kitapçı Arakel Tozliyan İdare-i Şirket-i Mürettebiye Matbaası",3,İstanbul,41.01384,28.94966,1870,1927,57,"İstanbul Süleymaniye’de doğdu. Babası Osmanlı Devleti’nin ileri gelenlerinden Akdeniz Vilayetleri Kapı Kethüdası Yahya Sezai Efendi’dir. Tasavvufla ilgilenen ve tasavvufi şiirler yazan Yahya Sezai Efendi, basılmamış divanı bulunan şairlerden biriydi. Annesinin ismi bilinmese de Moralı olduğu, soyunun Niyazi-i Mısri’ye dayandığı bilinir."
Ahmet Kabaklı,https://teis.yesevi.edu.tr/madde-detay/ahmet-kabakli,1,Medya -  Eğitim Ve Bilim -  Yayıncılık,Eğitimci -  Gazeteci -  Yazar,True,Altın Kitaplar,1,Elazığ,38.67431,39.22321,1924,2001,77,"Elazığ/Harput’ta doğdu. Babası Harput’taki Sara Hatun Camii’nin müezzinliğini yapan Ömer Efendi’dir. Annesi Pertekli Bölükbaşıların kızı Münire Hanım’dır. 1926 yılında babası vefat etti. 1927 doğumlu kardeşi Ömer ile birlikte annelerinin yanında yoksulluk ve zorluklarla dolu bir çocukluk dönemi geçirdi. Ahmet Kabaklı ve ailesi 7 yaşına kadar yazları Harput’un bahçelerinin bulunduğu Göllübağ’da, kışları Harput’ta oturdu. Evleri Harput’un Hanege denilen semtinde idi. 1930 yılında annesi Münire Hanım, Yakup Ülgün ile evlendi. Bu evlilikten Ahmet Kabaklı’nın ana bir kardeşleri Mehmet ve Güzide Ülgün doğdu (Kocakaplan 2019: 15)."
Ahmet Kot,https://teis.yesevi.edu.tr/madde-detay/kot-ahmet,2,Yayıncılık,Şair -  Çevirmen -  Yayıncı,True,"Yeryüzü, Beyan",2,Eskişehir,39.77667,30.52056,1953,,71,"Eskişehir'de doğdu. İlkokulu, ortaokulu ve liseyi burada tamamladı. ODTÜ'yü kazandı ve yarıda bırakarak İstanbul Üniversitesi Edebiyat Fakültesi Sosyoloji Bölümüne girdi ve mezun oldu. 1974'te Kültür Bakanlığında, 1975'te TZDK Tercüme Servisinde ve TRT İstanbul Televizyonunda çalıştı. 1979-1983 yılları arasında İsmet Özel ve Nabi Avcı ile kurduğuYeryüzü Yayınları'nın başına geçti. 1985'teMilli Gazete'de yazı işleri müdürü olarak çalıştı. 1985'te kurduğu Yazı evi İletişim Hizmetlerinin Yardımcı Direktörlüğü ve uluslararası bazı dergilerin Türkiye ve Ortadoğu temsilciliğini yaptı. 1991'den itibaren TYB İstanbul Şubesi başkanlığı görevinde bulundu. 2000-2001 yılları arasında Grafikerler Meslek Kuruluşu, Bilim ve Sanat Vakfı, Türkiye Yazarlar Birliğine üye oldu. 2002-2005 yıllarında TYB Genel Başkan Yardımcısı oldu."
Ahmet Metin Şahin,https://teis.yesevi.edu.tr/madde-detay/sahin-ahmet-metin,3,Eğitim Ve Bilim -  Yayıncılık,Şair -  Öğretmen,True,Irmak,1,Ağrı,39.71467,43.04015,1935,,89,"1935 yılında Ağrı'nın Tutak ilçesinde doğdu. Babası Doğubeyazıt eşrafından Askerhan Ağa'dır. İlkokulu doğduğu ilçede okuduktan sonra Erzurum Pulur Köy Enstitüsüne girdi. Van Erciş Köy Enstitüsüne nakledildi. Buradan mezun olduktan sonra Tutak ilçesinin Orhan köyünde öğretmenliğe başladı. Ahmet Metin Şahin, Daldalık köyü öğretmenliği, Merkez Gazi Okulu öğretmenliği ve müdürlüğü yaptı. 1967'de Ankara Kartaltepe öğretmenliğine, daha sonra Ayrancı İlkokuluna atandı. 1977'de emekliye ayrıldı.Şahin Bursa'da kitabevi işletti."
